,Username,Review,User Rating,Color
47,Nathan D.,"Pros:* These headphones are very comfortable and sound great.  I have a smallish head and dont' have an issue with them feeling lose and they definitly don't fall off or even move when I bend over.  My ears don't get hot with these either.* I work from home and use these for both music and meetings and the battery lasts for about 4 days of constant use.  When you need to charge them, it takes less than an hour to fully charge.* Love the built-in EQ settings as well as the ability to create custom ones, which I prefer.* Can connect to my laptop and phone at the same time, so taking calls is a breeze.Cons:* The BT software gets confused A LOT and it's really annoying.  Somtimes, if I'm listening to music and then have to junp on a MS Teams meeting, the mic works and they can hear me butI won't be able to hear the other everyone else.  I end up having to disconnect and re-connect to make it work.  Today, I was listenign to music on the Windows Spotify app, had to jump to a MS Teams meeting, and then came back to Spotify but the music wouldn't come through.  I disconnect and re-connected but it still didn't work.  Even after powering it down and back up, music isn't playing.  Could be the BT software on the laptop or a bit of both but when I check it, it says it's up to date.My system info and BT entries for this headset:Windows 10 Pro (v.20H2 - OS Build 19042.1237) on a Dell Latitude 7310.  It has an i7 processor with 16GB of RAM and an SSD drive.Soundcore Life Q35 - Driver Provider: Microsoft, Driver Date: 6/21/2006, version: 10.0.19041.1202Soundcore Life Q35 Avrcp Transport - Driver Provider: Microsoft, Driver Date: 12/6/2019, version: 10.0.19041.1I updated my BIOS to the latest version to see if that was the issue.  It wasn't.* If I have my phone (Samsung S9+) conneted at the same time, it will get confused as to which device should be controlling the volumn.  I can be listening to the Spotify app on my laptop but when I adjust the volume, sometimes it shows the volume on my phone is adjusting.  It actually changes the volume on the laptop though, which is really odd.  Sometimes I'll make an adjustment via the headset and it won't do anything but then if I try to adjust the device I'm listening to, the headset gets the current volume of the device and switches abruptly to it, and it could be pretty loud.Still happy with the purchase.  If it wasn't for these connectivity issues, this would 5 stars, easy.",4.0 out of 5 stars,Color: Blue
48,Kelly R,                    The media could not be loaded.                 I Hope My Review Will Help In Your Decision On A Bluetooth ANC Headphone . Do your research and make the best buying decision .So I got these for the Bluetooth understanding the ANC would not be as great as my XM3s . The Q35 Sound Really Good Especially With The Custom EQ I got from OLUVS REVIEWS on YouTube . However Where These headphones really shine sound wise is when I power them off and listen wired using my set up of ZFOLD3 TO HIDIZS S9 PRO DAC AMP DONGLE TO Q35 . When I'm at home this is how I'm using them and the sound is just AweSomeNess PerSoNiFied . The build quality is standard soundcore excellent . The app is probably the best out there for head and earphones . I love the pink color and my friend he has the blue Q35s which he uses his even more than I use mine . I've heard the Q30 have a more balanced sound but can't speak on this accept to say that I love the sound quality of my Q35 . They are very comfortable to wear for long periods of time without fatigue to the top of my head or pain unlike the XM5s that I returned due to this but your mileage may very . While these are comfortable to wear not so much however if your a side sleeper who wears them to block noise . For this I have to use my XM3 over ears . I have to say I now prefer the Q35 sound to my XM3s so much so that the only sound coming from my XM3s is Sound Sleep . I want to try the Q45 next but am waiting for now .,5.0 out of 5 stars,Color: Pink
49,Printmaven,"These are great at noise cancellation and volume control however, they lose their Bluetooth range after 2 continuous hours of use, and after that, one must sit still in the same position.",4.0 out of 5 stars,Color: Black
50,Gjergj Camaj,"My device had an issues, within a week I was sent a new product. I am really surprised at the speed of service.The device itself has great sound, working multipoint, and is the best in class for its price.Will be buying more products from them.",5.0 out of 5 stars,Color: Black
51,DEE-DOR,"Okay, this review is for the Anker Soundcore Q35 headphones. I am pairing them with my Samsung A71 smartphone using Amazon HD music service.Wow....These headphones exceeded my expectations. I have ignored bluetooth headphones for quite a few years now, being that I kept hearing about significant sound quality degradation as compared to wired headphones.My previous headphone ""rig"" was an Ipod, then my smartphone at the time (when services like Spotify more or less made streaming the main way of listening to music) , coupled with a 300.00 separate headphone amp. So, I would be relaxing on the couch or lying in bed with the following: my smartphone connected to about a 1 foot cable, which was then connected to my headphone amp input, then the headphone cable connected to my headphone amp output. Cluttered and complicated but...oh, the sound was so fine. I used pretty nice headphones such as the AKG 701s, and the Audio-technica ATH-M50X.Enter the Soundcore Q35 headphones with LDAC codec. I think this is the key. I am no audiophile, nor do I have ""trained"" ears claiming such.However, I'm pleased to say that with just my Smartphone, and these new Soundcore Q35's, the sound coming into my ears are just as good or perhaps better than my previous cluttered wired setup!LDAC coded? I'm no technical wizard but from what I understand, this is the highest quality way in which to stream your music, and its worth your while to use LDAC if you purchase these headphones. Don't automatically assume LDAC is going to stream once you pair your new headphones to your smartphone.There are YOUTUBE videos that show you how to go into developer mode (very easy) and enable LDAC.The whole process took me 5 minutes or less.So, the combination of Amazon HD music and the LDAC codec enabled is a winning combination for sound quality. Oh, and if you're a Prime member and subscribe to Amazon music for 7.99 a month, you can now activate Amazon HD music for no extra cost, just go into your settings. A no brainer.The bottom line: My Samsung A71 phone with LDAC codec enabled, Amazon HD music, and these new Anker Soundcore Q35 headphones produce the same or even  better sounding music to my ears then my old complicated wired rig! I would give these headphones 6 stars if I could.***Update as of November 6, 2022***Okay,  I still love these headphones after owning them over a year.  I bought the new Sony XM5 headphones when they were discounted down to 348.00I love these new Sony headphones but what's interesting is I'm still putting on and listening to my Anker Q35s and am still blown away by the sound.  Conclusion? If you're on a budget I really recommend these Q35s as they may sound as good as the Sony XM5s at less than third the price.I think? the Sonys sound a little better but honestly not sure as it's so close.Bottom line: these are a steal for the sound you're getting.  Oh, last thing.  If you have an Android phone,  learn how to activate the LDAC codec as I mentioned earlier in original review.  YouTube or Google should give instructions (easy) on how to do it. The upgrade in sound is worth it.",5.0 out of 5 stars,Color: Blue
52,David M.,"As soon as these arrived, it was very simple to set up and start using. I know my phone supports the LDAC codec, so I was excited to try them out with the Tidal app. The audio has decent bass, though it was a little uncomfortable at first. I downloaded the Soundcore app to fine-tune the audio, and it now sounds excellent! The noise-cancelling feature will do the job, and it's good at it! There's also a transparency mode, which I think is clever and useful because it helps me be aware of my surroundings if I'm at a busy area. Even though I would probably use these more at home, it think it'd be great for the bus. My only complaint would be regarding the headphone-removal feature. It's a little flaky at times when it thinks I have the headphones off, and the music would stop playing while I still have them on. There were some reviews mentioning the ""bad"" smell of the headphones, but I have to say I kinda like it. It will fade away after a while, but it's nice to know how new headphones smell like lol. Overall, these headphones sound great thanks to its LDAC support and it's at a good price considering other LDAC headphones can easily go over $300!",5.0 out of 5 stars,Color: Black
53,Km,"ANC works as designed.  I flushed a toilet and while  I could see the water the moving , the ""gurgling"" sound was noticeably missing. Bass is superb and the fit is comforable . Also, they past the eye test.Krock",4.0 out of 5 stars,Color: Blue
54,Allan Simmons,"I bought these primarily for the gym, but I find myself wearing them around the house as well when I am cleaning.  Sound and NC are great.  I have heard a few that are better, BUT they are $100+ over the price I paid for these.  I got these for $90 on prime days.  For $90, they cannot be beat.  The only issue I have with them, is if I lay on the bench (like for bench press, not a nap) they slide back wards.  It is a minor inconvenience for the great price.  I would purchase again.As far as the sound, they sound great.  Best head phones I have heard.  There is an app also that you adjust the EQ.  It is pretty sweet.  I have used these just to put on, play something relaxing and sit under the AC to cool down.",4.0 out of 5 stars,Color: Blue
55,MP,"I really wanted to like these headphones, and I splurged the extra $50 over the Q30 even though I primarily exist in the Apple ecosphere and I knew LDAC wouldn't do anything for me, thinking a newer generation gives fewer opportunities for bugs and kinks. I think they still aren't fully cooked yet, and I don't want to wait on firmware to get it sorted out, so sadly I'm sending them back.The good: The build quality is great. All the materials seem top-rate. The metal headband is a very nice anodized looking brushed material. All the plastics look and feel upscale and solid, not cheap at all. The ear cups have good memory foam and are extremely comfortable to wear. The head padding is a different, more traditional-feeling foam material, but cushions quite well. Overall, the fit and finish of these headphones are above average.The sound, of course, is what's really touted on these and when it sounds good, it sounds great. The extra EQ functionality in the app is an appreciated feature, and it's not hard to get bass, mids, and trebles dialed in to your liking. I didn't love any of the preset EQ settings, and many of them sound pretty hollow to me, but that's fairly easily overcome if you don't mind tweaking with the equalizer for a while. Took about 20 minutes total, and half a dozen different styles of songs to find settings I really liked.The carrying case is a nice touch, though I don't imagine I'd ever use it. If that's something that might sway your consideration, be aware it's a solid and nicely done addition. The packaging, if you care, all seems very premium. I didn't spend a ton of time with the controls on the phones themselves, but they also feel solid, though not without some serious issues I will mention below.Overall, this feels like a really well done and an extremely affordable option that doesn't feel cheap in any way.BUT....The bad: I could ignore the Dollar Store Beats looking logo if they performed better than they do. When the sound is good, as I said, it's great. If only it would stay that way. I have been using these for work calls, just to get used to sound and mic quality. At first I was happy. No one shared negative feedback on the mic quality so I assume it is fine, but the sound on my end kept jumping back and forth from normal to sounding like I was talking to mid-80s robots. I was able to temporarily fix it by disconnecting and reconnecting the headphones, but that simply isn't a realistic long-term option for me.While out walking the dog, I had the headphones stop playing my podcast on my iPhone several times. It happened a couple of times when I was adjusting the volume and mode settings, where it would just stop and I had to restart. It also did it on its own a few times, with no obvious outside stimulus. I have NEVER had a problem with this with any other earphone I've used. Even cheap ones, which these are not.I didn't find the ANC anything to be wild about. In fairness it's not the primary reason I bought these, but if I were to have been seeking it out, I have no doubt I'd be extremely disappointed. I walk on a fairly heavily trafficked road and the car noise between ANC and normal was barely noticeable. It's mostly like someone turned down the background volume a little bit and then dropped some light white noise on it. Maybe that's what people expect out of ANC, but I wasn't wowed by it at all.Also, I found the Wearing Detection feature to be inconsistent, and it only seemed to work about half the time. When it did work, it took a good 3-5 seconds to pause. The rest of the time, it just kept playing, or would restart shortly after pausing. Not a primary feature that drove my purchase, bit if it's going to have it, it should work right.So in summary, I think there is probably a really good headphone in here trying to work its way out, but I am entirely underwhelmed by the product they brought to market. It all feels very much like it needs a few more months to hammer out software issues. In fairness, I have no doubt, because it's newish and because it's a flagship product, they'll release firmware updates to address many of my concerns. I just don't like paying full price to beta test.I rated these a two, but they're likely more like a 2.5. An eventually really good product that needs work. I will be returning them. Hopefully the Liberty 3 Pros that are charging on my desk at the time of writing turn out to be a little more well done while I continue to look for over-the-ear wireless headphones I really feel good about keeping. For the most part, I am a fan of Anker and Soundcore, and I have several of their products. This one just misses the mark for me.",2.0 out of 5 stars,Color: Blue
56,Scott Veronica Richard,"Sound quality and noise canceling are what I would expect for the price, battery life when purchased was over 40 hours from full charge to dead, a month later I can’t even get 20 hours on a full charge. They are comfortable and light on my head and ears until I put on my glasses or sunglasses, then about 20 minutes is all I can take.",5.0 out of 5 stars,Color: Blue
57,Michael K,"First of all, I like these headphones.  I like that they were cheaper than competitors.  I am enjoying them.  All of these reviews are talking about the equalizer feature in the app being neccessary.  Yup.  True.  The default settings are bad.  Even my untrained ear can hear that.  The other settings can make the sound good.  It is annoying to have to use the equalizer in order for it to sound decent.  One time I turned off my phone, and the speakers, and when I turned it back on, the equalizer settings had defaulted back to the signature sound.  I don't want to have to keep changing / checking the equalizer settings to make it sound decent.  If I want to listen to something on another device, I don't want to have to have my cell phone to double check these settings.  It is awkward.  The noise canceling is not as good as I have been used to with bose, but it is ok.  My audiophile wife had some interesting reactions to listening to these headphones.  The most unique thing she said was that the soundstage was different than anything she had ever heard, in a bad way.  She listened to The Planets (Mars), and said that it sounded like she was at the front of the stage, facing the audience.  She had this really weird confused/disgusted look on her face while she was listening.  She tried ""Staying Alive"" by the bee gees, and said it was the same feeling.  I was confused about which equalizer setting to choose (I hate choices), but I could tell that some sounded good, and some sounded bad.  But it was hard for me to choose which one sounded ""best"".  My wife's ear liked the ""Classical"" equalizer setting for both of the songs she played.  So I am happy I got these, and I am going to enjoy them.  Good luck with your decision to find a good pair of headphones!",4.0 out of 5 stars,Color: Black
58,Kevin Conlon,"These sound great.They get plenty loud. The noise canceling works great, I fly with them all the time.",5.0 out of 5 stars,Color: Black
59,Matthew Farris,I really enjoy the customization of the audio. And the passive voice sounds is so great in a work setting.Can’t wait to use them on my next trip !!,5.0 out of 5 stars,Color: Black
60,Gjergj Camaj,"My device had an issues, within a week I was sent a new product. I am really surprised at the speed of service.The device itself has great sound, working multipoint, and is the best in class for its price.Will be buying more products from them.",5.0 out of 5 stars,Color: Black
61,DEE-DOR,"Okay, this review is for the Anker Soundcore Q35 headphones. I am pairing them with my Samsung A71 smartphone using Amazon HD music service.Wow....These headphones exceeded my expectations. I have ignored bluetooth headphones for quite a few years now, being that I kept hearing about significant sound quality degradation as compared to wired headphones.My previous headphone ""rig"" was an Ipod, then my smartphone at the time (when services like Spotify more or less made streaming the main way of listening to music) , coupled with a 300.00 separate headphone amp. So, I would be relaxing on the couch or lying in bed with the following: my smartphone connected to about a 1 foot cable, which was then connected to my headphone amp input, then the headphone cable connected to my headphone amp output. Cluttered and complicated but...oh, the sound was so fine. I used pretty nice headphones such as the AKG 701s, and the Audio-technica ATH-M50X.Enter the Soundcore Q35 headphones with LDAC codec. I think this is the key. I am no audiophile, nor do I have ""trained"" ears claiming such.However, I'm pleased to say that with just my Smartphone, and these new Soundcore Q35's, the sound coming into my ears are just as good or perhaps better than my previous cluttered wired setup!LDAC coded? I'm no technical wizard but from what I understand, this is the highest quality way in which to stream your music, and its worth your while to use LDAC if you purchase these headphones. Don't automatically assume LDAC is going to stream once you pair your new headphones to your smartphone.There are YOUTUBE videos that show you how to go into developer mode (very easy) and enable LDAC.The whole process took me 5 minutes or less.So, the combination of Amazon HD music and the LDAC codec enabled is a winning combination for sound quality. Oh, and if you're a Prime member and subscribe to Amazon music for 7.99 a month, you can now activate Amazon HD music for no extra cost, just go into your settings. A no brainer.The bottom line: My Samsung A71 phone with LDAC codec enabled, Amazon HD music, and these new Anker Soundcore Q35 headphones produce the same or even  better sounding music to my ears then my old complicated wired rig! I would give these headphones 6 stars if I could.***Update as of November 6, 2022***Okay,  I still love these headphones after owning them over a year.  I bought the new Sony XM5 headphones when they were discounted down to 348.00I love these new Sony headphones but what's interesting is I'm still putting on and listening to my Anker Q35s and am still blown away by the sound.  Conclusion? If you're on a budget I really recommend these Q35s as they may sound as good as the Sony XM5s at less than third the price.I think? the Sonys sound a little better but honestly not sure as it's so close.Bottom line: these are a steal for the sound you're getting.  Oh, last thing.  If you have an Android phone,  learn how to activate the LDAC codec as I mentioned earlier in original review.  YouTube or Google should give instructions (easy) on how to do it. The upgrade in sound is worth it.",5.0 out of 5 stars,Color: Blue
62,David M.,"As soon as these arrived, it was very simple to set up and start using. I know my phone supports the LDAC codec, so I was excited to try them out with the Tidal app. The audio has decent bass, though it was a little uncomfortable at first. I downloaded the Soundcore app to fine-tune the audio, and it now sounds excellent! The noise-cancelling feature will do the job, and it's good at it! There's also a transparency mode, which I think is clever and useful because it helps me be aware of my surroundings if I'm at a busy area. Even though I would probably use these more at home, it think it'd be great for the bus. My only complaint would be regarding the headphone-removal feature. It's a little flaky at times when it thinks I have the headphones off, and the music would stop playing while I still have them on. There were some reviews mentioning the ""bad"" smell of the headphones, but I have to say I kinda like it. It will fade away after a while, but it's nice to know how new headphones smell like lol. Overall, these headphones sound great thanks to its LDAC support and it's at a good price considering other LDAC headphones can easily go over $300!",5.0 out of 5 stars,Color: Black
63,Km,"ANC works as designed.  I flushed a toilet and while  I could see the water the moving , the ""gurgling"" sound was noticeably missing. Bass is superb and the fit is comforable . Also, they past the eye test.Krock",4.0 out of 5 stars,Color: Blue
64,Allan Simmons,"I bought these primarily for the gym, but I find myself wearing them around the house as well when I am cleaning.  Sound and NC are great.  I have heard a few that are better, BUT they are $100+ over the price I paid for these.  I got these for $90 on prime days.  For $90, they cannot be beat.  The only issue I have with them, is if I lay on the bench (like for bench press, not a nap) they slide back wards.  It is a minor inconvenience for the great price.  I would purchase again.As far as the sound, they sound great.  Best head phones I have heard.  There is an app also that you adjust the EQ.  It is pretty sweet.  I have used these just to put on, play something relaxing and sit under the AC to cool down.",4.0 out of 5 stars,Color: Blue
65,MP,"I really wanted to like these headphones, and I splurged the extra $50 over the Q30 even though I primarily exist in the Apple ecosphere and I knew LDAC wouldn't do anything for me, thinking a newer generation gives fewer opportunities for bugs and kinks. I think they still aren't fully cooked yet, and I don't want to wait on firmware to get it sorted out, so sadly I'm sending them back.The good: The build quality is great. All the materials seem top-rate. The metal headband is a very nice anodized looking brushed material. All the plastics look and feel upscale and solid, not cheap at all. The ear cups have good memory foam and are extremely comfortable to wear. The head padding is a different, more traditional-feeling foam material, but cushions quite well. Overall, the fit and finish of these headphones are above average.The sound, of course, is what's really touted on these and when it sounds good, it sounds great. The extra EQ functionality in the app is an appreciated feature, and it's not hard to get bass, mids, and trebles dialed in to your liking. I didn't love any of the preset EQ settings, and many of them sound pretty hollow to me, but that's fairly easily overcome if you don't mind tweaking with the equalizer for a while. Took about 20 minutes total, and half a dozen different styles of songs to find settings I really liked.The carrying case is a nice touch, though I don't imagine I'd ever use it. If that's something that might sway your consideration, be aware it's a solid and nicely done addition. The packaging, if you care, all seems very premium. I didn't spend a ton of time with the controls on the phones themselves, but they also feel solid, though not without some serious issues I will mention below.Overall, this feels like a really well done and an extremely affordable option that doesn't feel cheap in any way.BUT....The bad: I could ignore the Dollar Store Beats looking logo if they performed better than they do. When the sound is good, as I said, it's great. If only it would stay that way. I have been using these for work calls, just to get used to sound and mic quality. At first I was happy. No one shared negative feedback on the mic quality so I assume it is fine, but the sound on my end kept jumping back and forth from normal to sounding like I was talking to mid-80s robots. I was able to temporarily fix it by disconnecting and reconnecting the headphones, but that simply isn't a realistic long-term option for me.While out walking the dog, I had the headphones stop playing my podcast on my iPhone several times. It happened a couple of times when I was adjusting the volume and mode settings, where it would just stop and I had to restart. It also did it on its own a few times, with no obvious outside stimulus. I have NEVER had a problem with this with any other earphone I've used. Even cheap ones, which these are not.I didn't find the ANC anything to be wild about. In fairness it's not the primary reason I bought these, but if I were to have been seeking it out, I have no doubt I'd be extremely disappointed. I walk on a fairly heavily trafficked road and the car noise between ANC and normal was barely noticeable. It's mostly like someone turned down the background volume a little bit and then dropped some light white noise on it. Maybe that's what people expect out of ANC, but I wasn't wowed by it at all.Also, I found the Wearing Detection feature to be inconsistent, and it only seemed to work about half the time. When it did work, it took a good 3-5 seconds to pause. The rest of the time, it just kept playing, or would restart shortly after pausing. Not a primary feature that drove my purchase, bit if it's going to have it, it should work right.So in summary, I think there is probably a really good headphone in here trying to work its way out, but I am entirely underwhelmed by the product they brought to market. It all feels very much like it needs a few more months to hammer out software issues. In fairness, I have no doubt, because it's newish and because it's a flagship product, they'll release firmware updates to address many of my concerns. I just don't like paying full price to beta test.I rated these a two, but they're likely more like a 2.5. An eventually really good product that needs work. I will be returning them. Hopefully the Liberty 3 Pros that are charging on my desk at the time of writing turn out to be a little more well done while I continue to look for over-the-ear wireless headphones I really feel good about keeping. For the most part, I am a fan of Anker and Soundcore, and I have several of their products. This one just misses the mark for me.",2.0 out of 5 stars,Color: Blue
66,Scott Veronica Richard,"Sound quality and noise canceling are what I would expect for the price, battery life when purchased was over 40 hours from full charge to dead, a month later I can’t even get 20 hours on a full charge. They are comfortable and light on my head and ears until I put on my glasses or sunglasses, then about 20 minutes is all I can take.",5.0 out of 5 stars,Color: Blue
67,Michael K,"First of all, I like these headphones.  I like that they were cheaper than competitors.  I am enjoying them.  All of these reviews are talking about the equalizer feature in the app being neccessary.  Yup.  True.  The default settings are bad.  Even my untrained ear can hear that.  The other settings can make the sound good.  It is annoying to have to use the equalizer in order for it to sound decent.  One time I turned off my phone, and the speakers, and when I turned it back on, the equalizer settings had defaulted back to the signature sound.  I don't want to have to keep changing / checking the equalizer settings to make it sound decent.  If I want to listen to something on another device, I don't want to have to have my cell phone to double check these settings.  It is awkward.  The noise canceling is not as good as I have been used to with bose, but it is ok.  My audiophile wife had some interesting reactions to listening to these headphones.  The most unique thing she said was that the soundstage was different than anything she had ever heard, in a bad way.  She listened to The Planets (Mars), and said that it sounded like she was at the front of the stage, facing the audience.  She had this really weird confused/disgusted look on her face while she was listening.  She tried ""Staying Alive"" by the bee gees, and said it was the same feeling.  I was confused about which equalizer setting to choose (I hate choices), but I could tell that some sounded good, and some sounded bad.  But it was hard for me to choose which one sounded ""best"".  My wife's ear liked the ""Classical"" equalizer setting for both of the songs she played.  So I am happy I got these, and I am going to enjoy them.  Good luck with your decision to find a good pair of headphones!",4.0 out of 5 stars,Color: Black
68,Kevin Conlon,"These sound great.They get plenty loud. The noise canceling works great, I fly with them all the time.",5.0 out of 5 stars,Color: Black
69,Matthew Farris,I really enjoy the customization of the audio. And the passive voice sounds is so great in a work setting.Can’t wait to use them on my next trip !!,5.0 out of 5 stars,Color: Black
70,erikalizette,"I loved these headphones so much! I wore them on a plane and was able to relax with a crying baby behind me. Unfortunately, when I landed I felt nauseous and my ear didn't pop for like two days. Apparently, not all ears are used to the pressure change that comes along with noise-canceling headphones. I was really sad I had to return these because they sounded amazing. Basically, the issue was me, not the headphones. =(",4.0 out of 5 stars,Color: Black
71,SR,"Great quality sound for the money, also comes with a travel/storage case",5.0 out of 5 stars,Color: Blue
72,David,I’ve had beats I’ve had AirPods I’ve had Bose. These match any of those and exceed in sound and comfort. Bravo soundcore fire getting it right.,5.0 out of 5 stars,Color: Blue
73,Jean Gérard Bousiquot,"I bought one last year and it was great. This is my second pair of this one and my third pair of Soundcore headphones, and my 4th Anker product in general They are good.",5.0 out of 5 stars,Color: Black
74,Michael R.,"I used to own a very experience pair of over the ear headphones and due to my working environment, I didn’t feel comfortable wearing them and exposing them to the environment. I am a dog groomer, so hearing dogs bark all day long gets old very fast! For the price of these headphones, you can’t beat it. The pink color is like a beautiful pearlescent. The sound quality is amazing and for the most part, the noise cancellation drowns out any barking dogs. I highly recommend these!",5.0 out of 5 stars,Color: Pink
75,Jennifer Bonham,It works well! Noise cancellation made me feel a bit claustraphobic but I found it useful with things playing. There is a pause music function when you take the headphones off or move one of the cuffs off. This can be accidently triggered by moving your head to much which can get annoying.,4.0 out of 5 stars,Color: Blue
76,Alex,"It's been a little over two months of wearing these headphones.PROS: I must say that they are pretty comfy and have good sound quality. I use them everyday for listening to music and as gaming headphones. I would highly recommend these as a great pair of wireless gaming headphones. You can also customize the EQ on the Soundcore app which will make the sound far better than what it does if you just use the default EQ settings. These headphones don't have the best noise cancellation feature (in order to get ""good"" noise cancelling, I have to turn the volume up over 50%), but they are pretty good for the price.CONS:The Soundcore app isn't the best on the market-- the features like ear detection don't really work great (when I turn my head the music pauses even though they are still on my ears lol).My issue is that after constant use, a small plastic piece fell out of the left side when I went to put them on. After thorough investigation, I think the piece came from the small notch where you are able to fold the headphones. Now the left side of the headphones is no longer secure when I fold the headphones. I'm worried that in a month or two these will come apart.Also, there is a loud glitch noise that happens every once in a while. Not sure if other people have had this issue, but it's pretty annoying.OVERALL:It's a shame considering I paid full price ($130) for it. I'm starting to regret not saving my money and buying a pair of Sony's lol. Lesson learned.",3.0 out of 5 stars,Color: Black
77,pb_9876,"I found these headphones to be very good for the price point.  The noise cancellation is good, though not complete.  I was glad to have them for the long flights I had recently.  Sound is quite nice.",4.0 out of 5 stars,Color: Pink
78,LillaBee,"I originally reviewed these with negative feedback about the microphone quality when testing via my PC. Later, I had to answer a call with my cell using the headphones, and was pleasantly surprised to find that the audio quality didn't have the same issues as the it had during PC testing. After this, I realized with chagrin that I hadn't had the PC using the mic correctly, so had left a bad review due to user error. This is edited/revised to update with accurate microphone review:The microphone's sound quality is noticeably different-than-normal to people when I use it for calls; however, while it doesn't sound the same as a telecom headset or normal phone headset for calls, its sound quality is sufficient for most communication. I prefer not to use it for business calls, but wouldn't hesitate to use it to talk to family while doing housework.The noise cancelling doesn't work as expected. I would characterize it as turning down the volume on the world and specifically on quiet noises, but not silencing anything, and only minimal reduction of louder sounds. For example, outside, it blocks the sounds of the birds and bugs, but doesn't eliminate the sounds of traffic or people talking around me - reduces them enough to focus on music, but doesn't eliminate enough to prevent you from hearing what's being said.The transparency sound, as is common with ANC's, is like playing the sounds around me at higher volume.Many people complain about the bass levels, though, and I haven't had any issue with the bass. I switched the equalizer in the app to the preset labeled ""Small Speakers"" and have enjoyed its sound with various styles of music.Overall, the audio quality played by the headphones is good, the noise-cancelling is enough to reduce sensory overload, and microphone is usable for casual purposes.",4.0 out of 5 stars,Color: Pink
79,Lex,Nothing great head set,4.0 out of 5 stars,Color: Blue
80,erikalizette,"I loved these headphones so much! I wore them on a plane and was able to relax with a crying baby behind me. Unfortunately, when I landed I felt nauseous and my ear didn't pop for like two days. Apparently, not all ears are used to the pressure change that comes along with noise-canceling headphones. I was really sad I had to return these because they sounded amazing. Basically, the issue was me, not the headphones. =(",4.0 out of 5 stars,Color: Black
81,SR,"Great quality sound for the money, also comes with a travel/storage case",5.0 out of 5 stars,Color: Blue
82,David,I’ve had beats I’ve had AirPods I’ve had Bose. These match any of those and exceed in sound and comfort. Bravo soundcore fire getting it right.,5.0 out of 5 stars,Color: Blue
83,Jean Gérard Bousiquot,"I bought one last year and it was great. This is my second pair of this one and my third pair of Soundcore headphones, and my 4th Anker product in general They are good.",5.0 out of 5 stars,Color: Black
84,Michael R.,"I used to own a very experience pair of over the ear headphones and due to my working environment, I didn’t feel comfortable wearing them and exposing them to the environment. I am a dog groomer, so hearing dogs bark all day long gets old very fast! For the price of these headphones, you can’t beat it. The pink color is like a beautiful pearlescent. The sound quality is amazing and for the most part, the noise cancellation drowns out any barking dogs. I highly recommend these!",5.0 out of 5 stars,Color: Pink
85,Jennifer Bonham,It works well! Noise cancellation made me feel a bit claustraphobic but I found it useful with things playing. There is a pause music function when you take the headphones off or move one of the cuffs off. This can be accidently triggered by moving your head to much which can get annoying.,4.0 out of 5 stars,Color: Blue
86,Alex,"It's been a little over two months of wearing these headphones.PROS: I must say that they are pretty comfy and have good sound quality. I use them everyday for listening to music and as gaming headphones. I would highly recommend these as a great pair of wireless gaming headphones. You can also customize the EQ on the Soundcore app which will make the sound far better than what it does if you just use the default EQ settings. These headphones don't have the best noise cancellation feature (in order to get ""good"" noise cancelling, I have to turn the volume up over 50%), but they are pretty good for the price.CONS:The Soundcore app isn't the best on the market-- the features like ear detection don't really work great (when I turn my head the music pauses even though they are still on my ears lol).My issue is that after constant use, a small plastic piece fell out of the left side when I went to put them on. After thorough investigation, I think the piece came from the small notch where you are able to fold the headphones. Now the left side of the headphones is no longer secure when I fold the headphones. I'm worried that in a month or two these will come apart.Also, there is a loud glitch noise that happens every once in a while. Not sure if other people have had this issue, but it's pretty annoying.OVERALL:It's a shame considering I paid full price ($130) for it. I'm starting to regret not saving my money and buying a pair of Sony's lol. Lesson learned.",3.0 out of 5 stars,Color: Black
87,pb_9876,"I found these headphones to be very good for the price point.  The noise cancellation is good, though not complete.  I was glad to have them for the long flights I had recently.  Sound is quite nice.",4.0 out of 5 stars,Color: Pink
88,LillaBee,"I originally reviewed these with negative feedback about the microphone quality when testing via my PC. Later, I had to answer a call with my cell using the headphones, and was pleasantly surprised to find that the audio quality didn't have the same issues as the it had during PC testing. After this, I realized with chagrin that I hadn't had the PC using the mic correctly, so had left a bad review due to user error. This is edited/revised to update with accurate microphone review:The microphone's sound quality is noticeably different-than-normal to people when I use it for calls; however, while it doesn't sound the same as a telecom headset or normal phone headset for calls, its sound quality is sufficient for most communication. I prefer not to use it for business calls, but wouldn't hesitate to use it to talk to family while doing housework.The noise cancelling doesn't work as expected. I would characterize it as turning down the volume on the world and specifically on quiet noises, but not silencing anything, and only minimal reduction of louder sounds. For example, outside, it blocks the sounds of the birds and bugs, but doesn't eliminate the sounds of traffic or people talking around me - reduces them enough to focus on music, but doesn't eliminate enough to prevent you from hearing what's being said.The transparency sound, as is common with ANC's, is like playing the sounds around me at higher volume.Many people complain about the bass levels, though, and I haven't had any issue with the bass. I switched the equalizer in the app to the preset labeled ""Small Speakers"" and have enjoyed its sound with various styles of music.Overall, the audio quality played by the headphones is good, the noise-cancelling is enough to reduce sensory overload, and microphone is usable for casual purposes.",4.0 out of 5 stars,Color: Pink
89,Lex,Nothing great head set,4.0 out of 5 stars,Color: Blue
